"","X","AdID","AdText","Clicks","Impressions","Age","CreationDate","Location","Interests","AdSpend","AdSpendCurrency","CreationDateInteger","BinAge","BinAdSpend","BinClicks","BinImpressions"
"813",812,513,"Patricia Smith, a mother of Benghazi arrack victim's made some statements this Thursday broadcast on Fox Business Network. She said there is ""a special place in hell"" for people like Hillary ""and I hope she enjoys it there"".        Smith added in her interview: ""I want Hillary to talk to me personally, and tell me why there was no security there, when they were asked for it. I know this, because I spoke to my son. That day, he says he was really scared, because he saw the 17 people — 17 November, whatever it was, that they were walking around taking pictures. And he was afraid. He says it didn't look very good. And he was afraid. And that he asked for security, and he was turned down."" This must be a mean joke we're having that kind of liar as a possible president. Even understanding that most liberals are brainwashed I just don't get it - how can a politician caught in a lie of that scale still be trusted by electorate? One must be totally insane to follow THAT kind of leader. Patricia's son is an American hero and his blood is on Hillary's hands.",783,4668,41.5,2016-03-18,"Living In: United States","unavailable",511.53,"RUB",31816,"mid","high","mid","mid"
"814",813,537,"The liberal mass media tried to overblow a story about the KKK's endorsement of Trump. They claimed Donald is supported by David Duke and ""white supremacists"". The journalists are trying to depict Trump as a racist and continue their attempts even after Trump officially declared ""I don't know anything about David Duke... You're asking me a question that I'm supposed to be talking people I know nothing about.""        However, ""for some reasons"" the same mass media in their revelation campaign forgot to mention Hillary Clinton's ties to Robert Byrd, a former KKK leader. Hillary described him as a man of ""surpassing eloquence and nobility"". In 2010 after Byrd died she released a tribute video saying ""It is almost impossible to imagine the United States Senate without Robert Byrd. He was not just its longest-serving member; he was its heart, its soul, and its historian. From my first day in the Senate, I sought out his guidance, and he was always generous with his time and his wisdom. I admired his tireless advocacy for his West Virginia constituents, his fierce defense of the Constitution, and the traditions of the Senate, and his passion for a government that improves the lives of the people it serves."" So here the mass media give us an political paradox: a Republican candidate can't be endorsed by a former KKK member, but a Democrat can easily show her respect and honor to a former racist leader without being judged for that. Isn't that a little hypocritical?",334,1775,41.5,2016-03-18,"Living In: United States","unavailable",351.61,"RUB",31816,"mid","mid","mid","mid"
"815",814,538,"The former secretary of state's chain of lies continues and seems like not going to end. This Tuesday Hillary Clinton dared to state we have no immigration crisis and things are just fine with invader policy. ""I think we've done a really good job securing the border,"" she declared.        Well, that's her strategy — keep lying over and over until all her words become true (which is never). Or maybe by ""good job"" she meant Obama's Government provided Hillary's sponsors like Wall-Mart Corporation with low- paid illegal workers? If one day God lets this liar enter the White House as a president — that day would be a real national tragedy.",3,11,41.5,2016-03-18,"Living In: United States","unavailable",13.41,"RUB",31816,"mid","low","low","low"
"816",815,539,"Hillary Clinton made new promises to extend our traitor President Obama's pro-immigration policy. She also promised to offer illegals residency and ""a path of citizenship"". During the debate on 8th March she was asked about deportation.       Clinton said: ""I would not deport children. I do not want to deport family members either. I want to, as I said, prioritize who would be deported: violent criminals, people planning terrorist attacks, anybody who threatens us. That's a relatively small universe."" Oh wonderful, so she admits she wants to be the second Obama, like the first one isn't enough. And we know what's behind this world ""children"" — young men who claim to be less than 18. Same way the ""illegals without a criminal record"" is also those who are not proved to be criminals yet. Crossing the U.S. border without permission is already a crime. A crime that should bring just one simple punishment — deportation and a prohibition of further entrance. We do not need a president who doesn't understand that. We do not need a president who forgives this kind of crime. We do not need Hillary.",1,8,41.5,2016-03-18,"Living In: United States","unavailable",38.1,"RUB",31816,"mid","low","low","low"
"817",816,540,"This Monday Clinton had a public interview event where she was asked to tell about Iraq war and Intervention in Libya during her being as a secretary of state. After attacks in Benghazi, after her actions and lies caused a national scandal, after officially being caught on lies she afforded herself to make a statement ""I've said Iraq was a mistake. Libya was a different kind of calculation. And we didn't lose a single person.""        More than three years passed after the accident and still Clinton didn't even contact Benghazi victims' families. She didn't even try to ask for excuse, like those murdered Americans don't even exist. We definitely don't need a President who lies without a twinge of conscience. Luckily most Americans won't trust such an obvious liar.",10,61,41.5,2016-03-18,"Living In: United States","unavailable",10.73,"RUB",31816,"mid","low","low","low"
"818",817,591,"We speak for all fellow members of LGBT community across the nation.",5441,93925,36,2016-03-23,"United States","lgbt",31713.12,"RUB",32316,"low","high","high","high"
"819",818,616,"You can color your own Bernie Hero!        There is a new coloring book calling ""Buff Bernie: A coloring Book for Berniacs"" is full of very attractive doodles of Bernie Sanders in muscle poses. The author of the book said that she wanted people to stop taking this whole thing too serious. The coloring is something that suits for all people. I totally agree with her! I've recently heard some hateful comments from the Hillary supporters about Bernie Sanders and his supporters, so I really love the idea of this color book. I think that Bernie would love it!",54,848,41.5,2016-03-24,"United States","unavailable",111.49,"RUB",32416,"mid","low","low","low"
"820",819,819,"The 4 brothers were living in a foster home because they had no parents. 3 of them got lucky and were adopted by a couple. After the last born lived there for 389 days, she was adopted by Jay Hauston, a friend to the first couple who lives in the neighborhood and upon agreement; the kids get to grow up together. #Charityisavirtue #4Adoptedkids #JayHauston",70,523,41.5,2016-03-17,"United States","unavailable",200,"RUB",31716,"mid","mid","low","low"
"821",820,1058,"Join us at Erie Center! We need your support: Justice for India Cummings! India Cummings. SayHerName",172,3245,35,2016-03-24,"United States: Buffalo (+12 mi) New York","unavailable",0,"RUB",32416,"low","unavailable","mid","mid"
"822",821,1177,"Join event, don't stay indifferent! New Sandra Bland! We and support. India Cummings. SayHerName",2496,70777,41.5,2016-03-24,"United States: Buffalo (+10 mi) New York","unavailable",14000,"RUB",32416,"mid","high","high","high"
"823",822,1280,"They take your job and money! Stop illegal immigration!",2,194,45,2016-03-10,"United Kingdom, United States","unavailable",193.35,"RUB",31016,"high","mid","low","low"
"824",823,1287,"Your voice counts! We are against illegal immigration!",5,277,45,2016-03-10,"United Kingdom, United States","unavailable",0,"unavailable",31016,"high","unavailable","low","low"
"825",824,1310,"There is no place for political correctness, join to say what YOU think!",977,11527,45,2016-03-10,"United Kingdom, United States","unavailable",11311.79,"RUB",31016,"high","high","high","high"
